index,filename,width,height,mse,psnr,error
261,322_img_.png,299,168,3837.9150390625,12.289850234985352,
262,323_img_.png,241,209,944.4270629882812,18.379117965698242,
263,324_img_.png,300,168,786.1539916992188,19.17572784423828,
264,325_img_.png,318,159,3676.16552734375,12.476853370666504,
265,326_img_.png,265,190,1989.8099365234375,15.142688751220703,
266,327_img_.png,275,183,606.3585205078125,20.303508758544922,
267,328_img_.png,640,480,719.5775146484375,19.560028076171875,
268,32_img_.png,1280,801,965.2675170898438,18.284326553344727,
269,330_img_.png,300,168,159.7241668701172,26.097097396850586,
270,332_img_.png,275,183,1249.9730224609375,17.16179656982422,
271,3330.png,1280,720,1313.608642578125,16.946144104003906,
272,334_img_.png,275,183,1549.0606689453125,16.230121612548828,
273,336_img_.png,300,168,292.54180908203125,23.468923568725586,
274,337_img_.png,276,183,1032.72216796875,17.990968704223633,
275,338_img_.png,270,187,892.173095703125,18.626312255859375,
276,340_img_.png,300,168,924.0133666992188,18.474021911621094,
277,341_img_.png,275,183,1011.1849365234375,18.08249855041504,
278,342_img_.png,266,190,3557.944091796875,12.618813514709473,
279,343_img_.png,270,187,1118.1181640625,17.64592742919922,
280,345_img_.png,1280,803,69.97452545166016,29.681406021118164,
281,346_img_.png,275,183,748.9198608398438,19.386451721191406,
282,347_img_.png,282,179,1240.177734375,17.195964813232422,
283,348_img_.png,270,187,4072.398193359375,12.03230094909668,
284,35.png,1280,720,459.3725891113281,21.509153366088867,
285,350_img_.png,304,166,1293.0682373046875,17.014589309692383,
286,351_img_.png,259,194,598.5213623046875,20.360008239746094,
287,353_img_.png,267,189,2825.410888671875,13.619987487792969,
288,355_img_.png,318,159,1232.7459716796875,17.222068786621094,
289,356_img_.png,259,194,3196.068603515625,13.08464241027832,
290,359_img_.png,275,183,348.04156494140625,22.714492797851562,
291,360_img_.png,259,194,2394.006591796875,14.339550018310547,
292,361_img_.png,287,176,1621.125732421875,16.032636642456055,
293,362_img_.png,275,183,2577.1904296875,14.019338607788086,
294,363_img_.png,225,225,497.7171936035156,21.160980224609375,
295,364_img_.png,300,168,1244.2613525390625,17.181686401367188,
296,3650.png,1280,720,1390.55810546875,16.69891357421875,
297,365_img_.png,1200,753,2686.85009765625,13.838369369506836,
298,366_img_.png,267,189,463.1548767089844,21.473541259765625,
299,367_img_.png,259,194,2803.167236328125,13.654314041137695,
300,369_img_.png,1280,720,546.69677734375,20.753337860107422,
301,370_img_.png,1280,720,403.605224609375,22.071237564086914,
302,371_img_.png,1280,720,684.43115234375,19.77750587463379,
303,3728.png,1280,720,700.9264526367188,19.67407989501953,
304,372_img_.png,1280,720,297.0550842285156,23.402433395385742,
305,373_img_.png,1280,720,797.0509033203125,19.115942001342773,
306,374_img_.png,1280,720,515.2893676757812,21.01029396057129,
307,375_img_.png,1280,720,558.3143310546875,20.662017822265625,
308,376_img_.png,1280,720,1066.7388916015625,17.850223541259766,
309,377_img_.png,1280,720,820.0032348632812,18.99264907836914,
310,378_img_.png,1280,720,802.1080322265625,19.08847427368164,
311,379_img_.png,1280,720,553.9500732421875,20.696096420288086,
312,37_img_.png,640,480,858.5977783203125,18.79290771484375,
313,380_img_.png,640,480,3891.098388671875,12.230081558227539,
314,381_img_.png,700,524,4206.994140625,11.891084671020508,
315,382_img_.png,373,313,3798.966796875,12.334150314331055,
316,383_img_.png,1024,768,2370.4033203125,14.38258171081543,
317,384_img_.png,960,641,1290.671142578125,17.022647857666016,
318,385_img_.png,1280,720,2978.076416015625,13.391446113586426,
319,386_img_.png,1280,720,640.345947265625,20.06665802001953,
320,387_img_.png,1280,720,5347.291015625,10.849466323852539,
321,389_img_.png,1280,720,3372.580078125,12.851181030273438,
322,391_img_.png,1280,960,2728.814453125,13.771064758300781,
323,3925.png,1280,720,964.7451171875,18.286678314208984,
324,392_img_.png,1280,857,2490.00927734375,14.168795585632324,
325,393_img_.png,749,562,2509.770263671875,14.134465217590332,
326,3947.png,1280,720,514.8438720703125,21.014049530029297,
327,394_img_.png,736,552,539.4950561523438,20.810928344726562,
328,395_img_.png,500,647,905.7581176757812,18.560680389404297,
329,39_img_.png,1200,750,737.8048706054688,19.451387405395508,
330,3_img_.png,1200,750,475.8423767089844,21.356172561645508,
331,4.png,1280,720,739.1124877929688,19.44369888305664,
332,400_img_.png,634,426,562.339599609375,20.630817413330078,
333,401_img_.png,1080,670,2485.316650390625,14.176986694335938,
334,402_img_.png,580,291,1442.8525390625,16.538585662841797,
335,403_img_.png,1024,718,1761.8358154296875,15.671149253845215,
336,404_img_.png,550,414,1689.4051513671875,15.853464126586914,
337,405_img_.png,640,480,5922.26806640625,10.405922889709473,
338,406_img_.png,576,384,2616.927001953125,13.952888488769531,
339,4070.png,1280,720,1642.5692138671875,15.975566864013672,
340,407_img_.png,636,477,6470.12158203125,10.021678924560547,
341,408_img_.png,640,408,2085.074462890625,14.93958854675293,
342,409_img_.png,960,720,960.9072875976562,18.30398941040039,
343,410_img_.png,1024,768,2922.802490234375,13.472808837890625,
344,411_img_.png,1200,750,730.931396484375,19.492036819458008,
345,412_img_.png,550,366,1128.768310546875,17.604755401611328,
346,413_img_.png,640,480,3136.26513671875,13.16667652130127,
347,415_img_.png,1200,747,1425.7137451171875,16.59048080444336,
348,416_img_.png,964,594,1607.5721435546875,16.06909942626953,
349,417_img_.png,460,293,2338.43017578125,14.441558837890625,
350,418_img_.png,580,435,1418.918701171875,16.611228942871094,
351,419_img_.png,600,364,1383.4810791015625,16.721073150634766,
352,41_img_.png,500,375,1987.13330078125,15.148534774780273,
353,420_img_.png,640,427,1788.1131591796875,15.606855392456055,
354,421_img_.png,259,194,382.15325927734375,22.308427810668945,
355,422_img_.png,1000,667,623.31640625,20.183717727661133,
356,423_img_.png,736,552,1665.7171630859375,15.914791107177734,
357,424_img_.png,460,288,195.8185577392578,25.212265014648438,
358,425_img_.png,736,552,1215.0677490234375,17.284799575805664,
359,428_img_.png,575,383,737.8590087890625,19.45107078552246,
360,429_img_.png,900,675,2661.367919921875,13.879755973815918,
361,42_img_.png,1200,750,4142.15673828125,11.958539962768555,
362,432_img_.png,640,480,510.0771179199219,21.054447174072266,
363,433_img_.png,600,366,2570.3251953125,14.030922889709473,
